PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,ID_CODE,AREA,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,WAVE,SUB_REG,INTSITE,MODE_F,MODE_FX,CATCH,CNTRBTRS,PARTY,FIRST,NUM_TYP4,NUM_TYP6,NUM_TYP2,NUM_TYP3,AREA_X,ON_LIST,CNTY,BOAT_HRS,NUM_TYP9,TELEFON,COASTAL,KOD,ASG_CODE,MODE_ASG,NEW_LIST,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,ZIP,MONTH,FSHINSP_A,NUM_FISH_A,COUNTY,TIME,MODE2001,DIST,GEAR,TSN1,TSN2,PVT_RES,SEX,AGE,ART_REEF,ADD_PH,F_BY_P,SEP_FISH,DATE1,PRIM1,PRIM2,TURTLE,REEFCODE,AREA_NC,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,DATE_PUBLISHED
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024012817wdS:8AM-8PM,2024128171570620240131,2024,7,28,47,28,1570620240131001,4,5.50,0.00,85,14,1,7,95,8,7,2,1,1,8,0,0,1,0,5,,47,,,,Y,wd,1570620240131,3,,1570620240131001,1,1,S:8AM-8PM,39532,01,,,HARRISON,1527,8,8,1,169189,,,1,38,2,1,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,33700.083426,2024012817wdS:8AM-8PM,,0,1570620240131001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024012817weS:8AM-8PM,2024128171575920240127,2024,7,1,97,28,1575920240127001,3,2.00,0.00,11,1,1,7,3988,8,7,1,1,1,8,0,0,1,2,5,,59,,,,O,we,1575920240127,3,,1575920240127001,1,1,S:8AM-8PM,36695,01,3,0,MOBILE,1303,8,8,1,169189,,,1,32,2,2,1,8,02AUG24:11:17,8835430301,1000000003,,,,,,3045.5504625,2024012817weS:8AM-8PM,,0,1575920240127001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024012817weS:8AM-8PM,2024128171579820240106,2024,7,28,59,28,1579820240106003,4,0.50,,20,4,1,7,4424,8,7,2,1,2,1,0,0,0,0,5,,59,,,,Y,we,1579820240106,3,,1579820240106003,,1,S:8AM-8PM,39553,01,,,JACKSON,1432,8,8,1,,,,1,29,2,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4969.0541737,2024012817weS:8AM-8PM,,0,1579820240106003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024012817weS:8AM-8PM,2024128171579820240106,2024,7,28,59,28,1579820240106004,4,0.50,,20,4,1,7,4424,8,7,2,1,2,2,0,1,0,0,5,,59,,,,Y,we,1579820240106,3,,1579820240106003,,1,S:8AM-8PM,39553,01,,,JACKSON,1433,8,8,1,,,,2,24,2,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4969.0541737,2024012817weS:8AM-8PM,,0,1579820240106004,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817weS:8AM-8PM,2024128171579820240219,2024,7,28,59,28,1579820240219001,2,3.50,,100,8,1,7,112,8,7,2,1,1,8,0,0,0,0,5,,59,,,,Y,we,1579820240219,3,,1579820240219001,,1,S:8AM-8PM,39562,02,,,JACKSON,1149,8,8,1,169290,,,1,37,2,1,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,2904.8650845,2024022817weS:8AM-8PM,,0,1579820240219001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171579820240219,2024,7,28,59,28,1579820240219002,2,1.00,0.00,20,1,1,7,59,8,7,2,1,1,8,0,0,1,0,5,,59,,,,Y,we,1579820240219,3,,1579820240219002,1,1,S:8AM-8PM,39567,02,,,JACKSON,1553,8,8,1,,,,1,42,2,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,2721.8007759,2024022817weS:8AM-8PM,,0,1579820240219002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024012817weS:8AM-8PM,2024128171582420240105,2024,7,28,47,28,1582420240105001,2,1.50,,50,20,1,7,4426,8,7,2,1,3,1,0,0,0,0,5,,47,,,,Y,we,1582420240105,3,,1582420240105001,,1,S:8AM-8PM,39560,01,,,HARRISON,1304,8,8,1,169239,,,1,38,2,1,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,2208.70529,2024012817weS:8AM-8PM,,0,1582420240105001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024012817weS:8AM-8PM,2024128171582420240105,2024,7,28,47,28,1582420240105002,2,1.50,,50,20,1,7,4426,8,7,2,1,3,2,0,1,0,0,5,,47,,,,Y,we,1582420240105,3,,1582420240105001,,1,S:8AM-8PM,39560,01,,,HARRISON,1304,8,8,1,169239,,,1,36,2,2,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,2208.70529,2024012817weS:8AM-8PM,,0,1582420240105002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024012817weS:8AM-8PM,2024128171582420240105,2024,7,28,47,28,1582420240105003,2,1.50,,50,20,1,7,4426,8,7,2,1,3,2,0,1,0,0,5,,47,,,,Y,we,1582420240105,3,,1582420240105001,,1,S:8AM-8PM,39560,01,,,HARRISON,1304,8,8,1,169239,,,1,57,2,2,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,2208.70529,2024012817weS:8AM-8PM,,0,1582420240105003,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024012817weS:8AM-8PM,2024128171587520240114,2024,7,28,59,28,1587520240114001,2,4.50,0.00,20,8,1,7,1528,8,7,1,2,2,1,0,0,4,4,5,,59,,,,Y,we,1587520240114,3,,1587520240114001,1,1,S:8AM-8PM,39564,01,22,0,JACKSON,1213,8,8,1,169239,169290,,1,64,2,1,2,2,02AUG24:11:17,8835440102,8835440901,,,,,,795.59073354,2024012817weS:8AM-8PM,,0,1587520240114001,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024012817weS:8AM-8PM,2024128171587520240114,2024,7,12,33,28,1587520240114002,2,4.50,0.00,20,8,1,7,1528,8,7,3,0,2,2,1,1,3,0,5,,59,,,,O,we,1587520240114,3,,1587520240114001,1,1,S:8AM-8PM,32503,01,,,ESCAMBIA,1213,8,8,1,169239,169290,,1,44,2,2,8,8,02AUG24:11:17,8835440102,8835440901,,,,,,610.62717866,2024012817weS:8AM-8PM,,0,1587520240114001,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024012817weS:8AM-8PM,2024128171587520240114,2024,7,1,27,28,1587520240114003,2,7.00,0.00,4,0,1,7,90,8,7,2,1,1,8,0,0,1,0,5,,59,,,,O,we,1587520240114,3,,1587520240114003,1,1,S:8AM-8PM,35160,01,,,,1454,8,8,1,169290,,,1,42,2,1,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,926.6443959,2024012817weS:8AM-8PM,,0,1587520240114003,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024012817weS:8AM-8PM,2024128171587520240114,2024,7,28,59,28,1587520240114004,2,2.00,,20,3,1,7,90,8,7,2,1,2,1,0,0,0,0,5,,59,,,,Y,we,1587520240114,3,,1587520240114004,,1,S:8AM-8PM,39564,01,,,JACKSON,1624,8,8,1,169290,,,1,48,2,1,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,2414.6638749,2024012817weS:8AM-8PM,,0,1587520240114004,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024022817wdS:8AM-8PM,2024128171587520240220,2024,7,28,45,28,1587520240220001,2,6.00,,60,0,1,7,4255,8,7,2,1,1,8,0,0,0,0,5,,47,,,,Y,wd,1587520240220,3,,1587520240220001,,1,S:8AM-8PM,39556,02,,,HANCOCK,1527,8,8,1,169239,169290,,1,36,2,1,8,8,02AUG24:11:17,8835440102,8835440901,,,,,,7377.0460234,2024022817wdS:8AM-8PM,,0,1587520240220001,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817wdS:8AM-8PM,2024128171587520240220,2024,7,28,47,28,1587520240220002,2,7.00,,60,12,1,7,4255,8,7,2,1,2,1,0,0,0,0,5,,47,,,,Y,wd,1587520240220,3,,1587520240220002,,1,S:8AM-8PM,39560,02,,,HARRISON,1537,8,8,1,169290,,,1,46,2,1,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,7377.0460234,2024022817wdS:8AM-8PM,,0,1587520240220002,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817wdS:8AM-8PM,2024128171587520240220,2024,7,28,45,28,1587520240220003,2,7.00,,30,8,1,7,4255,8,7,2,1,2,2,0,1,0,0,5,,47,,,,Y,wd,1587520240220,3,,1587520240220002,,1,S:8AM-8PM,39520,02,,,HANCOCK,1537,8,8,1,169290,,,1,61,2,2,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,7377.0460234,2024022817wdS:8AM-8PM,,0,1587520240220003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,109,28,1587520240225001,2,1.50,0.00,180,10,1,7,4255,8,7,2,1,5,1,0,0,2,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225001,1,1,S:8AM-8PM,39426,02,,,PEARL RIVER,1524,8,8,1,,,,1,40,1,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,109,28,1587520240225002,2,1.50,,998,98,1,7,4255,8,7,2,1,5,2,0,1,0,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225001,,1,S:8AM-8PM,39426,02,,,PEARL RIVER,1524,8,8,1,,,,1,9,1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225002,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,109,28,1587520240225003,2,1.50,,998,98,1,7,4255,8,7,2,1,5,2,0,1,0,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225001,,1,S:8AM-8PM,39426,02,,,PEARL RIVER,1524,8,8,1,,,,1,10,1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,109,28,1587520240225004,2,1.50,,998,98,1,7,4255,8,7,2,1,5,2,0,1,0,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225001,,1,S:8AM-8PM,39426,02,,,PEARL RIVER,1524,8,8,1,,,,1,10,1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225004,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,109,28,1587520240225005,2,1.50,,998,98,1,7,4255,8,7,2,1,5,2,0,1,0,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225001,,1,S:8AM-8PM,39426,02,,,PEARL RIVER,1524,8,8,1,,,,1,11,1,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225005,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,35,28,1587520240225010,2,8.00,0.00,15,0,1,7,4255,8,7,2,1,3,1,0,0,2,0,5,,47,,,,N,we,1587520240225,3,,1587520240225010,1,1,S:8AM-8PM,39479,02,,,,1639,8,8,1,169290,,,1,25,2,1,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225010,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817weS:8AM-8PM,2024128171587520240225,2024,7,28,47,28,1587520240225011,2,8.00,,60,30,1,7,4255,8,7,2,1,3,2,0,1,0,0,5,,47,,,,Y,we,1587520240225,3,,1587520240225010,,1,S:8AM-8PM,39531,02,,,HARRISON,1639,8,8,1,169290,,,1,25,2,2,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,4338.1685336,2024022817weS:8AM-8PM,,0,1587520240225011,05/05/2025
UNIDENTIFIED (SURFACE FISH),RED DRUM,2024022817weS:8AM-8PM,2024128171587520240225,2024,7,22,103,28,1587520240225012,2,8.00,,0,0,1,7,4255,8,7,2,1,3,2,0,1,0,0,5,,47,,,,O,we,1587520240225,3,,1587520240225010,,1,S:8AM-8PM,70448,02,,,ST TAMMANY,1639,8,8,1,169290,,,1,25,2,2,8,8,02AUG24:11:17,8835440901,1000000003,,,,,,3329.6059149,2024022817weS:8AM-8PM,,0,1587520240225012,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024022817weS:8AM-8PM,2024128171596920240209,2024,7,28,47,28,1596920240209001,3,4.00,,24,0,1,7,1528,8,7,2,1,2,1,0,0,0,0,5,,59,,,,Y,we,1596920240209,3,,1596920240209001,,1,S:8AM-8PM,39532,02,,,HARRISON,1153,8,8,1,169239,,,1,55,2,1,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,3405.2615057,2024022817weS:8AM-8PM,,0,1596920240209001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024022817weS:8AM-8PM,2024128171596920240209,2024,7,28,59,28,1596920240209002,3,4.00,,24,0,1,7,1528,8,7,2,1,2,2,0,1,0,0,5,,59,,,,Y,we,1596920240209,3,,1596920240209001,,1,S:8AM-8PM,39564,02,,,JACKSON,1157,8,8,1,169239,,,1,62,2,1,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,3405.2615057,2024022817weS:8AM-8PM,,0,1596920240209002,05/05/2025
RED DRUM,SPOTTED SEATROUT,2024022817weS:8AM-8PM,2024128171596920240209,2024,7,28,59,28,1596920240209003,3,2.00,,4,3,1,7,1528,8,7,2,1,2,1,0,0,0,0,5,,59,,,,Y,we,1596920240209,3,,1596920240209003,,1,S:8AM-8PM,39564,02,,,JACKSON,1228,8,8,1,169239,169290,,1,37,2,2,8,8,02AUG24:11:17,8835440102,8835440901,,,,,,3405.2615057,2024022817weS:8AM-8PM,,0,1596920240209003,05/05/2025
SPOTTED SEATROUT,RED DRUM,2024022817weS:8AM-8PM,2024128171596920240209,2024,7,28,59,28,1596920240209004,3,2.00,0.00,1,0,1,7,1528,8,7,2,1,2,2,0,1,2,0,5,,59,,,,Y,we,1596920240209,3,,1596920240209003,1,1,S:8AM-8PM,39532,02,,,JACKSON,1231,8,8,1,169290,169239,,1,38,2,1,8,8,02AUG24:11:17,8835440901,8835440102,,,,,,3405.2615057,2024022817weS:8AM-8PM,,0,1596920240209004,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024012817weS:8AM-8PM,2024128171597020240121,2024,7,28,47,28,1597020240121001,2,1.00,0.00,75,8,1,7,51,8,7,2,1,2,1,0,0,1,0,5,,47,,,,Y,we,1597020240121,3,,1597020240121001,1,1,S:8AM-8PM,39560,01,,,HARRISON,1524,8,8,1,169189,,,1,,2,1,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,6127.5165435,2024012817weS:8AM-8PM,,0,1597020240121001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024012817weS:8AM-8PM,2024128171597020240121,2024,7,28,47,28,1597020240121002,2,1.00,,75,8,1,7,51,8,7,2,1,2,2,0,1,0,0,5,,47,,,,Y,we,1597020240121,3,,1597020240121001,,1,S:8AM-8PM,39560,01,,,HARRISON,1525,8,8,1,169189,,,1,,2,2,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,6127.5165435,2024012817weS:8AM-8PM,,0,1597020240121002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024022817weS:8AM-8PM,2024128171597020240217,2024,7,28,47,28,1597020240217001,4,6.00,0.00,100,20,1,7,112,8,7,2,1,1,8,0,0,1,0,5,,59,,,,Y,we,1597020240217,3,,1597020240217001,1,1,S:8AM-8PM,39503,02,,,HARRISON,1255,8,8,1,169189,,,1,,2,1,8,8,02AUG24:11:17,8835430301,1000000003,,,,,,2846.356964,2024022817weS:8AM-8PM,,0,1597020240217001,05/05/2025
UNIDENTIFIED (SURFACE FISH),SHEEPSHEAD,2024022817weS:8AM-8PM,2024128171597020240217,2024,7,1,97,28,1597020240217002,4,3.50,0.00,12,5,1,7,112,8,7,1,1,1,8,0,0,1,1,5,,59,,,,O,we,1597020240217,3,,1597020240217002,1,1,S:8AM-8PM,36525,02,14,0,MOBILE,1302,8,8,1,169189,,,1,,2,1,1,8,02AUG24:11:17,8835430301,1000000003,,,,,,2184.6193641,2024022817weS:8AM-8PM,,0,1597020240217002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SPOTTED SEATROUT,2024022817weS:8AM-8PM,2024128171597520240202,2024,7,28,47,28,1597520240202001,3,5.00,0.00,100,2,1,7,4311,8,7,2,1,1,8,0,0,2,0,5,,47,,,,Y,we,1597520240202,3,,1597520240202001,1,1,S:8AM-8PM,39532,02,,,HARRISON,1155,8,8,1,169239,,,1,77,2,1,8,8,02AUG24:11:17,8835440102,1000000003,,,,,,1427.3967017,2024022817weS:8AM-8PM,,0,1597520240202001,05/05/2025
SPOTTED SEATROUT,WHITE CRAPPIE,2024022817weS:8AM-8PM,2024128171597520240202,2024,7,28,45,28,1597520240202002,3,3.50,,60,0,1,7,4311,8,7,2,1,1,8,0,0,0,0,5,,47,,,,Y,we,1597520240202,3,,1597520240202002,,1,S:8AM-8PM,39530,02,,,HANCOCK,1333,8,8,1,168166,169239,,1,65,2,1,8,8,02AUG24:11:17,8835160701,8835440102,,,,,,1427.3967017,2024022817weS:8AM-8PM,,0,1597520240202002,05/05/2025
BLUE CATFISH,BLUEGILL,2024022817weS:8AM-8PM,2024128171597520240202,2024,7,28,47,28,1597520240202003,3,5.00,0.00,10,2,1,7,4311,8,7,1,2,2,1,0,0,1,3,5,,47,,,,Y,we,1597520240202,3,,1597520240202003,1,1,S:8AM-8PM,39532,02,14,0,HARRISON,1516,8,8,1,168141,163997,,1,51,2,1,2,2,02AUG24:11:17,8835160504,8777020102,,,,,,1464.0456064,2024022817weS:8AM-8PM,,0,1597520240202003,05/05/2025
BLUE CATFISH,BLUEGILL,2024022817weS:8AM-8PM,2024128171597520240202,2024,7,28,47,28,1597520240202004,3,5.00,0.00,10,2,1,7,4311,8,7,3,0,2,2,1,1,1,0,5,,47,,,,Y,we,1597520240202,3,,1597520240202003,1,1,S:8AM-8PM,39532,02,,,HARRISON,1516,8,8,1,168141,163997,,1,51,2,2,8,8,02AUG24:11:17,8835160504,8777020102,,,,,,1464.0456064,2024022817weS:8AM-8PM,,0,1597520240202003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171598620240225,2024,7,28,41,28,1598620240225001,2,1.00,,30,1,1,7,3988,8,7,2,1,2,1,0,0,0,0,5,,59,,,,N,we,1598620240225,3,,1598620240225001,,1,S:8AM-8PM,39451,02,,,,1745,8,8,1,,,,1,45,2,1,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,23808.510906,2024022817weS:8AM-8PM,,0,1598620240225001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024022817weS:8AM-8PM,2024128171598620240225,2024,7,28,41,28,1598620240225002,2,1.00,,1,1,1,7,3988,8,7,2,1,2,2,0,1,0,0,5,,59,,,,N,we,1598620240225,3,,1598620240225001,,1,S:8AM-8PM,39451,02,,,,1745,8,8,1,,,,2,18,2,2,8,8,02AUG24:11:17,1000000003,1000000003,,,,,,23808.510906,2024022817weS:8AM-8PM,,0,1598620240225002,05/05/2025
UNIDENTIFIED (SURFACE FISH),BIGEYE SCAD,2024011513weS:8AM-8PM,2024115131700420240119,2024,8,15,3,15,1700420240119001,1,2.50,,360,60,1,8,5097,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1700420240119,,,1700420240119001,,1,S:8AM-8PM,96814,01,,,HONOLULU,1200,2,1,1,168677,,,1,55,1,1,8,8,10APR25:14:37,8835280601,1000000003,,302,,,,1971.4558938,2024011513weS:8AM-8PM,,0,1700420240119001,05/05/2025
UNIDENTIFIED (SURFACE FISH),JACK FAMILY,2024021513weS:8AM-8PM,2024115131701220240210,2024,8,15,3,15,1701220240210001,1,1.50,,51,7,1,8,5001,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240210,,,1701220240210001,,1,S:8AM-8PM,96786,02,,,HONOLULU,806,2,1,1,168584,,,1,42,2,2,8,8,10APR25:14:37,8835280000,1000000003,,,,,,2578.7056411,2024021513weS:8AM-8PM,,0,1701220240210001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240210,2024,8,15,3,15,1701220240210002,1,2.50,,11,1,1,8,5001,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240210,,,1701220240210002,,1,S:8AM-8PM,96782,02,,,HONOLULU,1140,2,1,1,,,,1,56,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,603.71426811,2024021513weS:8AM-8PM,,0,1701220240210002,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240210,2024,8,15,3,15,1701220240210003,1,2.00,,11,1,1,8,5001,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240210,,,1701220240210003,,1,S:8AM-8PM,96786,02,,,HONOLULU,1203,2,1,1,,,,1,25,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,603.71426811,2024021513weS:8AM-8PM,,0,1701220240210003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240210,2024,8,15,3,15,1701220240210004,1,1.50,,5,0,1,8,5001,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240210,,,1701220240210004,,1,S:8AM-8PM,96789,02,,,HONOLULU,1241,2,1,1,,,,1,21,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,603.71426811,2024021513weS:8AM-8PM,,0,1701220240210004,05/05/2025
BONEFISH,JACK FAMILY,2024021513weS:8AM-8PM,2024115131701220240224,2024,8,15,3,15,1701220240224001,1,4.00,,51,7,1,8,5097,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240224,,,1701220240224001,,1,S:8AM-8PM,96782,02,,,HONOLULU,917,2,1,1,168584,161121,,1,42,2,1,8,8,10APR25:14:37,8835280000,8739010101,,,,,,1557.3945794,2024021513weS:8AM-8PM,,0,1701220240224001,05/05/2025
UNIDENTIFIED (SURFACE FISH),GOATFISH FAMILY,2024021513weS:8AM-8PM,2024115131701220240224,2024,8,15,3,15,1701220240224002,1,2.50,0.00,0,0,1,8,5097,2,3,1,1,,,0,0,0,1,1,,3,,,,Y,we,1701220240224,,,1701220240224002,1,1,S:8AM-8PM,96817,02,6,0,HONOLULU,930,2,1,1,169406,,,1,66,2,1,1,8,10APR25:14:37,8835450000,1000000003,,,,,,1557.3945794,2024021513weS:8AM-8PM,,0,1701220240224002,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240224,2024,0,99,997,15,1701220240224003,1,1.00,,1,1,1,8,5097,2,3,2,1,,,0,0,0,0,1,,3,,,,O,we,1701220240224,,,1701220240224003,,1,S:8AM-8PM,99997,02,,,,939,2,1,1,,,,1,29,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,1530.6601813,2024021513weS:8AM-8PM,,0,1701220240224003,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240224,2024,8,15,3,15,1701220240224004,1,1.50,,5,0,1,8,5097,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240224,,,1701220240224004,,1,S:8AM-8PM,96701,02,,,HONOLULU,945,2,1,1,,,,1,28,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,1557.3945794,2024021513weS:8AM-8PM,,0,1701220240224004,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024021513weS:8AM-8PM,2024115131701220240224,2024,8,15,3,15,1701220240224005,1,1.50,,11,1,1,8,5097,2,3,2,1,,,0,0,0,0,1,,3,,,,Y,we,1701220240224,,,1701220240224005,,1,S:8AM-8PM,96822,02,,,HONOLULU,1330,2,1,1,,,,1,60,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,1053.7134003,2024021513weS:8AM-8PM,,0,1701220240224005,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011553weS:8AM-8PM,2024115531701420240106,2024,8,15,9,15,1701420240106001,1,1.00,,998,98,1,8,5154,4,3,2,1,,,0,0,0,0,1,,9,,,,Y,we,1701420240106,,,1701420240106001,,5,S:8AM-8PM,96748,01,,,MAUI,1123,4,1,3,,,,1,,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,756.81933315,2024011553weS:8AM-8PM,,0,1701420240106001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011553weS:8AM-8PM,2024115531701420240107,2024,8,15,9,15,1701420240107001,1,7.50,0.00,998,3,1,8,5154,5,3,2,1,,,0,0,0,0,1,,9,,,,Y,we,1701420240107,,,1701420240107001,,5,S:8AM-8PM,96757,01,,,MAUI,1130,5,1,1,,,,1,58,2,1,8,8,10APR25:14:37,1000000003,1000000003,,,,,,759.54788749,2024011553weS:8AM-8PM,,0,1701420240107001,05/05/2025
UNIDENTIFIED (SURFACE FISH),UNIDENTIFIED (SURFACE FISH),2024011553weS:8AM-8PM,2024115531701420240107,2024,8,15,9,15,1701420240107002,1,7.50,0.00,998,3,1,8,5154,5,3,2,1,,,0,0,1,0,1,,9,,,,Y,we,1701420240107,,,1701420240107002,1,5,S:8AM-8PM,96748,01,,,MAUI,1157,5,1,1,,,,1,58,2,2,8,8,10APR25:14:37,1000000003,1000000003,,,,,,759.54788749,2024011553weS:8AM-8PM,,0,1701420240107002,05/05/2025
UNIDENTIFIED (SURFACE FISH),SMALLMOUTH BONEFISH,2024011553weS:8AM-8PM,2024115531701420240107,2024,2,6,87,15,1701420240107003,1,3.00,0.00,1,1,1,8,5154,5,3,2,1,,,0,0,0,0,1,,9,,,,O,we,1701420240107,,,1701420240107003,,5,S:8AM-8PM,95060,01,,,SANTA CRUZ,1215,5,1,1,553410,,,1,65,2,1,8,8,10APR25:14:37,8739010103,1000000003,,,,,,746.5094091,2024011553weS:8AM-8PM,,0,1701420240107003,05/05/2025
